,index,id,Text,Annotation,oh_label,correct_text
4541,5.72332280678507E+017,5.72332280678507E+017,id push for a secretly in love with you but not ready to come out i agree,none,0.0,id push secretly love ready come are
4542,4.6884052535817E+017,4.6884052535817E+017,i swear not but all girl look really awkward whilst,sexism,1.0,swear girl look really awkward whilst
4543,5.75948801292157E+017,5.75948801292157E+017,fat always lame always predictable,none,0.0,fat away lame away predict
4544,5.52138799883358E+017,5.52138799883358E+017,apparently decided to start the border from this will no doubt turn up war against them,none,0.0,appear decide start border doubt turn war
4545,5.63466944280408E+017,5.63466944280408E+017,the clearly and explicitly declared war on all humanity ago so humanity must declare war on,racism,1.0,clearly explicitly declare war human ago human must declare war
4546,5.75626084294623E+017,5.75626084294623E+017,this will be my face when your nasally bogan head is from my,sexism,1.0,face nasal began head
4547,5.76528026814452E+017,5.76528026814452E+017,sartoni83 you pleb dont you even watch star trek,none,0.0,sartoni83 plea dont even watch star tree
4548,5.76764285314957E+017,5.76764285314957E+017,aalwuhaib1977 i know of but not a single one that the,none,0.0,aalwuhaib1977 know single one
4549,5.5308028027825E+017,5.5308028027825E+017,is full of to murder what are you talking about,racism,1.0,full murder talk
4550,5.67078680682189E+017,5.67078680682189E+017,i was they didnt try to darken skin colors,none,0.0,didn try darker skin color
4551,5.71179975497249E+017,5.71179975497249E+017,stop lying,none,0.0,stop lie
4552,5.7612769057246E+017,5.7612769057246E+017,are certainly on the hatred people are feeling towards kat and by their always a vindictive smirk,none,0.0,certainly hair people feel toward at away verdict smile
4553,5.76148274094166E+017,5.76148274094166E+017,great to have the new of ash and camilla on my morning tms7,none,0.0,great new ash axilla more tm
4554,5.72490884530323E+017,5.72490884530323E+017,its worse in may they it in and it just now,none,0.0,words may
4555,5.75961575619604E+017,5.75961575619604E+017,good lord is so done with this fool,none,0.0,good lord done fool
4556,5.62739270168117E+017,5.62739270168117E+017,thought it was odd that stopwadhwa2015 an annual event then i read the,none,0.0,thought odd stopwadhwa2015 annual event read
4557,5.69570858974388E+017,5.69570858974388E+017,fo7935 i love this but i am legit out by could end any argument w me by posting their armpit hair,sexism,1.0,fo7935 love left could end argument w post armpit hair
4558,5.7234966611891E+017,5.7234966611891E+017,for dessert oh colin colin colin sigh,none,0.0,dessert oh coin coin coin sigh
4559,5.62248081970696E+017,5.62248081970696E+017,first two of from and stole their property,none,0.0,first two stole property
4560,5.6522888192632E+017,5.6522888192632E+017,only have skin and hair proper ladies are literal,none,0.0,skin hair proper laid later
4561,5.76414926807249E+017,5.76414926807249E+017,you are both adorable,none,0.0,ardor
4562,5.71035308080239E+017,5.71035308080239E+017,hey i just met you,none,0.0,hey met
4563,5.68291573475078E+017,5.68291573475078E+017,who are the in marketing or general tech that you would love to read more about,none,0.0,market genet teach would love read
4564,4.34393414939845E+017,4.34393414939845E+017,sorry not but i cannot stand burke awful,sexism,1.0,sorry cannot stand burn a
4565,5.522592302085E+017,5.522592302085E+017,ummayman90 as a percentage there are very few and they are usually poor who marry a man there is nothing persuasive in,racism,1.0,ummayman90 percentage usual poor marry man not persons
4566,5.72338507819045E+017,5.72338507819045E+017,i dont think thats quite dead mum,none,0.0,dont think that quit dead sum
4567,5.66081300642021E+017,5.66081300642021E+017,es3udi,none,0.0,es3udi
4568,5.66699998331404E+017,5.66699998331404E+017,i,none,0.0,
4569,5.72330565812142E+017,5.72330565812142E+017,cant even,none,0.0,can even
4570,5.72970658054865E+017,5.72970658054865E+017,should read masha book the man without a face its but it sense of all of action,none,0.0,read masha book man without face sens action
4571,5.75958147220648E+017,5.75958147220648E+017,josh mum have the right combination extra bacon after a request is the perfect touch well done people like free,none,0.0,jose sum right combine extra bacon request perfect touch well done people like free
4572,5.66492717639688E+017,5.66492717639688E+017,firebomb173 sometimes the bot comes up with of that are undesirable,none,0.0,firebomb173 sometime not come under
4573,5.6661928349755E+017,5.6661928349755E+017,i wouldnt be too concerned about that because outside the canon of there is no historical evidence of,racism,1.0,wouldn concern outside canon history evil
4574,5.69743778677858E+017,5.69743778677858E+017,oh god oh god oh god never point a microscope at skin,none,0.0,oh god oh god oh god never point microscope skin
4575,3.8876009894577E+017,3.8876009894577E+017,let me know what the say if i see a in today calling the police sorry not but,sexism,1.0,let know say see today call policy sorry
4576,5.59738673038889E+017,5.59738673038889E+017,regardless they the because they their land all the rest is,none,0.0,regardless land rest
4577,5.62719047373296E+017,5.62719047373296E+017,chanting martyr your blood will not be in vain lots of talk about,none,0.0,chant martyr blood vain lot talk
4578,5.75950759868568E+017,5.75950759868568E+017,at and breakfast,none,0.0,breakfast
4579,5.6783447292357E+017,5.6783447292357E+017,texture is different from more matte i kind of like more more concerned about dropping this one get a case,none,0.0,texture differ matt kind like concern drop one get case
4580,5.73578768209441E+017,5.73578768209441E+017,ing3nu house for wig2015,none,0.0,ing3nu house wig2015
4581,5.54791498181407E+017,5.54791498181407E+017,how will we ever get to know freedom when half of our are not free,none,0.0,ever get know freedom half free
4582,5.75597244830773E+017,5.75597244830773E+017,its survivor immunity have been,none,0.0,survivor immune
4583,5.75954911453585E+017,5.75954911453585E+017,its disaster for sa our are off,none,0.0,disease sa
4584,5.75596094828106E+017,5.75596094828106E+017,do kat have any shame or integrity they cant even pretend to be gracious,sexism,1.0,at shame inter can even pretend gracious
4585,5.69954611135558E+017,5.69954611135558E+017,telling me dont help this person they are not really going to get you the reaction for which you are looking,none,0.0,tell dont help person really go get reaction look
4586,5.64607698356826E+017,5.64607698356826E+017,nukacola11 best way i could describe shariafree2016,none,0.0,nukacola11 best way could describe shariafree2016
4587,5.66314827812184E+017,5.66314827812184E+017,are you following stopwadhwa2015 i think you should speak to about her,none,0.0,follow stopwadhwa2015 think speak
4588,5.72331862749626E+017,5.72331862749626E+017,colin the on tonight they must be the they seem to like the dessert what about the,none,0.0,coin tonight must seem like dessert
4589,5.75956834210615E+017,5.75956834210615E+017,nothing worse than egg then again maybe last nights chicken still trying not to gag,none,0.0,not words egg may last night chicken still try gag
4590,5.60306595523871E+017,5.60306595523871E+017,98halima rfrankh53,none,0.0,98halima rfrankh53
4591,5.65320725826118E+017,5.65320725826118E+017,atonal440 this comment on this article me of you do you dos,none,0.0,atonal440 comment article do
4592,5.63893921701306E+017,5.63893921701306E+017,them both on the same more for doing some cleanup,none,0.0,clean
4593,5.75972771915792E+017,5.75972771915792E+017,so food was about as pleasant as kat which is to say not suffer in ya kat,sexism,1.0,food pleasant at say suffer a at
4594,5.53011893489513E+017,5.53011893489513E+017,already did found out that is a vile bigoted hateful murdering slavery supporting cult,racism,1.0,already found vile right hate murder slavery support cult
4595,5.72336523674178E+017,5.72336523674178E+017,i just want to see people who can cook not the worst of the worst cook badly again,none,0.0,want see people cook worst worst cook badly
4596,5.72335936282866E+017,5.72335936282866E+017,they shouldnt keep people in a cooking competition for how about you focus on people who can actually,none,0.0,shouldn keep people cook competent focus people actual
4597,5.74295277776982E+017,5.74295277776982E+017,probably not going to be working on that for another few time to switch to running a nonprofit set of,none,0.0,probably go work not time switch run nonprofit set
4598,5.67172597474144E+017,5.67172597474144E+017,,sexism,1.0,
4599,5.73309603305284E+017,5.73309603305284E+017,soon weve been working on it move fast,none,0.0,soon were work move fast
4600,5.64117216228946E+017,5.64117216228946E+017,to death for not allegiance burn,none,0.0,death allege burn
4601,5.75950747247874E+017,5.75950747247874E+017,to the next bake yeah,none,0.0,next bake yeah
4602,5.73954591814873E+017,5.73954591814873E+017,seriously going to make me cry p,none,0.0,serious go make cry p
4603,5.72329800095822E+017,5.72329800095822E+017,oh i see made the of a dessert that are left after you finish eating,none,0.0,oh see made dessert left finish eat
4604,5.72334310574834E+017,5.72334310574834E+017,boy sure know how to dish out an insult your sausage was a little short of fat glad they werent male,none,0.0,boy sure know dish insult sausage little short fat glad weren male
4605,5.70251901461238E+017,5.70251901461238E+017,i meant micro macro economics,sexism,1.0,meant micro micro economy
4606,5.69615622142734E+017,5.69615622142734E+017,in many weve got that specifically protect against this kind of thing however they arent enforced due to,none,0.0,man were got specie protect kind thing howe agent enforce due
4607,5.72329773206118E+017,5.72329773206118E+017,is that mess that to be the worst dessert ever seen these need to go like now,none,0.0,mess worst dessert ever seen need go like
4608,5.64123576488325E+017,5.64123576488325E+017,an nine of their once41 false,sexism,1.0,nine once fall
4609,5.60981799271408E+017,5.60981799271408E+017,i that all the are running away from the you can witness it in,none,0.0,run away wit
4610,5.71473419599913E+017,5.71473419599913E+017,,none,0.0,
4611,5.50480329148871E+017,5.50480329148871E+017,and no one said only should stick together men can also stick together with their,none,0.0,one said stick together men also stick together
4612,5.64563639068152E+017,5.64563639068152E+017,abunaseeha2,none,0.0,abunaseeha2
4613,5.47773883651478E+017,5.47773883651478E+017,police in have another young man his name was martin,none,0.0,policy not young man name martin
4614,5.68585233827647E+017,5.68585233827647E+017,kellyturner99 and the are even more specific about sexual slavery,racism,1.0,kellyturner99 even specie sexual slavery
4615,5.76094128997413E+017,5.76094128997413E+017,the is now dynamically its not that different from the list though,none,0.0,dream differ list though
4616,5.75957429503955E+017,5.75957429503955E+017,insert evil laugh here,none,0.0,insert evil laugh
4617,5.66795722964869E+017,5.66795722964869E+017,that is good to know generally just a bad word to use against in general given the current politics,none,0.0,good know genet bad word use genet given current polite
4618,5.66467934315221E+017,5.66467934315221E+017,no doubt about projection first two describe feminism perfectly no self awareness,sexism,1.0,doubt project first two describe remain perfectly self war
4619,5.76495563278926E+017,5.76495563278926E+017,theres a lot of sarcasm and in this group especially appropriation of text just dont work,none,0.0,there lot sarcasm group respect appropri text dont work
4620,5.72331274871808E+017,5.72331274871808E+017,these are full disgusting in every conceivable way,sexism,1.0,full disgust every conceive way
4621,5.70816041812521E+017,5.70816041812521E+017,dianh4 war on humanity and murdering million people to is evil,none,0.0,diana war human murder million people evil
4622,5.76107441366155E+017,5.76107441366155E+017,ash and,none,0.0,ash
4623,5.75956760210493E+017,5.75956760210493E+017,i wonder who slept on this in tent talking to you burp,sexism,1.0,wonder slept tent talk burn
4624,5.65599072774812E+017,5.65599072774812E+017,er hat,none,0.0,er hat
4625,5.73202014995284E+017,5.73202014995284E+017,read this i like this a note on culture,none,0.0,read like note culture
4626,5.68810062178681E+017,5.68810062178681E+017,only the existence of a sexual history,none,0.0,exist sexual history
4627,5.5586682934043E+017,5.5586682934043E+017,stoning to death have become common in by the state today,none,0.0,stone death become common state today
4628,5.75633147401929E+017,5.75633147401929E+017,sauerkraut meant to be cabbage,none,0.0,sauerkraut meant cabbage
4629,5.74645919662002E+017,5.74645919662002E+017,yeah its pretty rad for multiple in various,none,0.0,yeah pretty had multiple various
4630,5.72339104727228E+017,5.72339104727228E+017,madigallegos1 they cant be on the it wasnt on the menu yep i went there i just dont want and,none,0.0,madigallegos1 can want menu yep went dont want
4631,5.72342372417208E+017,5.72342372417208E+017,is feeling a little this year,none,0.0,feel little year
4632,5.55103863511187E+017,5.55103863511187E+017,is radical we keep they are different to avoid the problem,racism,1.0,radio keep differ avoid problem
4633,5.75637515022922E+017,5.75637515022922E+017,thing intensely meaty no there,none,0.0,thing intense meat
4634,5.76557678580777E+017,5.76557678580777E+017,holy,none,0.0,hold
4635,5.74690931535835E+017,5.74690931535835E+017,once a feminist a lie the lie can never lie,sexism,1.0,feminist lie lie never lie
4636,5.6504168023183E+017,5.6504168023183E+017,married with also,none,0.0,marry also
4637,5.70994573981266E+017,5.70994573981266E+017,why is there a double standard with from being quickly while of,none,0.0,doubt standard quickly
4638,5.64886923756331E+017,5.64886923756331E+017,qoloob4 million,racism,1.0,qoloob4 million
4639,5.7233447314183E+017,5.7233447314183E+017,star of the dish is more annoying than moist in my opinion,none,0.0,star dish annoy moist opinion
4640,5.65041060028502E+017,5.65041060028502E+017,,none,0.0,
4641,5.62665530989875E+017,5.62665530989875E+017,i dont see that as a reason to fear god do you think that god is a terrorist,none,0.0,dont see reason fear god think god terrorist
4642,5.72349743231193E+017,5.72349743231193E+017,colin moist preferably of the type,sexism,1.0,coin moist prefer type
4643,5.74972626096943E+017,5.74972626096943E+017,look at you you cant even defend a single verse of the that we can all verify,none,0.0,look can even defend single very verify
4644,5.69179379466506E+017,5.69179379466506E+017,1life0continues got the code to interpret analyze but the themselves are going to take a lot of fiddling,none,0.0,1life0continu got code interpret analyze go take lot fiddle
4645,5.08094523931505E+017,5.08094523931505E+017,ggrr659 crazybenghazi04 i wouldnt be not but dont t,sexism,1.0,ggrr659 crazybenghazi04 wouldn dont
4646,5.7559627372356E+017,5.7559627372356E+017,kat and you need to go rude elimination,none,0.0,at need go rude limit
4647,5.64218476882309E+017,5.64218476882309E+017,no,sexism,1.0,
4648,5.68848293486133E+017,5.68848293486133E+017,no i do not want you to manage my,none,0.0,want manage
4649,5.62780594925765E+017,5.62780594925765E+017,will be there just late as usual,none,0.0,late usual
4650,5.70740272281186E+017,5.70740272281186E+017,,none,0.0,
4651,5.72329404522623E+017,5.72329404522623E+017,this is the kind of catwalk you see in or,none,0.0,kind catwalk see
4652,5.41712011705733E+017,5.41712011705733E+017,we all know what type of men were being by rolling original article and you just dont implicate pow,none,0.0,know type men roll origin article dont implied now
4653,5.6965518911368E+017,5.6965518911368E+017,davidjo52951945 rougek68 oh good the are all showing up,none,0.0,davidjo52951945 rougek68 oh good show
4654,5.64572835570786E+017,5.64572835570786E+017,anyone was this too subtle,none,0.0,anyone subtle
4655,5.72348188041953E+017,5.72348188041953E+017,entree is,none,0.0,enter
4656,5.40259960936862E+017,5.40259960936862E+017,this lady is a terrible official not because a lady though not but because a stupid,sexism,1.0,laid terrible office laid though stupid
4657,5.75949888678027E+017,5.75949888678027E+017,if the eating breakfast looking after the park,none,0.0,eat breakfast look park
4658,5.69056186567275E+017,5.69056186567275E+017,frost for now still learning how to play for to work well,none,0.0,frost still learn play work well
4659,5.57031618695541E+017,5.57031618695541E+017,like and have religious police to impose such,none,0.0,like relief policy impose
4660,5.75949187876954E+017,5.75949187876954E+017,maple bacon every time,none,0.0,map bacon every time
4661,4.19586276057039E+017,4.19586276057039E+017,how unfortunate that no one what you think ebah3 not but football aint meant for,sexism,1.0,unfortun one think bah football aunt meant
4662,5.58701788959105E+017,5.58701788959105E+017,what i gave you is the historical research ever hear of it or do you just limit yourself to superstition,none,0.0,gave history research ever hear limit superstit
4663,5.65981346443821E+017,5.65981346443821E+017,coil780 disappointwadhwa2015,none,0.0,coil780 disappointwadhwa2015
4664,5.72333369763086E+017,5.72333369763086E+017,that would also be on a turtle in water,none,0.0,would also turtle water
4665,5.02826967306342E+017,5.02826967306342E+017,i would happily pay more for a flight if it would ensure no woman is near the i bet a lot of would too,sexism,1.0,would happily pay flight would ensue woman near bet lot would
4666,5.7596574646485E+017,5.7596574646485E+017,mkr2015 i think kat she is the best chef ever ah hello no,sexism,1.0,mkr2015 think at best chef ever ah hello
4667,5.51798472827884E+017,5.51798472827884E+017,as one big sex organ so no part of her can be exposed this is a reflection of the perversion of their prophet,racism,1.0,one big sex organ part expose reflect perverse prophet
4668,5.75955031309976E+017,5.75955031309976E+017,perhaps you could have turned the black side down on the,none,0.0,perhaps could turn black side
4669,4.80493818555273E+017,4.80493818555273E+017,misogyny me the kidfrankie614 not but cant drive,none,0.0,misogyni kidfrankie614 can drive
4670,5.69154735976002E+017,5.69154735976002E+017,what do u think her punishment should be,sexism,1.0,u think punish
4671,5.72252650785264E+017,5.72252650785264E+017,petertownsend7 what would you like to defend first,none,0.0,petertownsend7 would like defend first
4672,5.75947328495866E+017,5.75947328495866E+017,i really dont want to hear the say pitch a tent mkr2015,none,0.0,really dont want hear say pitch tent mkr2015
4673,5.75965906980885E+017,5.75965906980885E+017,crossed kat go into sudden death where they belong,sexism,1.0,cross at go sudden death belong
4674,5.72342310131794E+017,5.72342310131794E+017,this show is officially space get to stay,none,0.0,show office space get stay
4675,4.33076545427477E+017,4.33076545427477E+017,wait i didnt realize i was pointing out the ingrained of,none,0.0,wait didn realize point grain
4676,5.72060737683649E+017,5.72060737683649E+017,warhorse2014 as long as its not an in power that on people who dont want it who,racism,1.0,warhorse2014 long power people dont want
4677,5.67490625574937E+017,5.67490625574937E+017,alwiss5 in are in war people in are and,racism,1.0,alwiss5 war people
4678,5.72326580359283E+017,5.72326580359283E+017,put the arm in the wrong way idiot,none,0.0,put arm wrong way idiot
4679,5.6283197567404E+017,5.6283197567404E+017,g0ssipsquirrelx take a,sexism,1.0,g0ssipsquirrelx take
4680,5.72332158959792E+017,5.72332158959792E+017,you confuse me but in a good way,none,0.0,confuse good way
4681,5.64812734068294E+017,5.64812734068294E+017,nikopol5 observe70083943 and an air force,none,0.0,nikopol5 observe70083943 air for
4682,4.36645916187963E+017,4.36645916187963E+017,,none,0.0,
4683,5.66322150228132E+017,5.66322150228132E+017,sports2inflatio right listen to founding mother of feminism,sexism,1.0,sports2inflatio right listen found mother remain
4684,5.67765262713299E+017,5.67765262713299E+017,and how about if we investigate the hate speech in the,racism,1.0,investing hate speech
4685,5.75949996832522E+017,5.75949996832522E+017,i want to see ash and camilla win this show,none,0.0,want see ash axilla win show
4686,5.68543169345778E+017,5.68543169345778E+017,with the quality of argument you are that time is nearly up,none,0.0,quality argument time nearly
4687,5.75603981767963E+017,5.75603981767963E+017,i would slap the smirk off face,none,0.0,would slap smile face
4688,5.70294135288156E+017,5.70294135288156E+017,media center have been in province in the past,none,0.0,media center province past
4689,5.75956475631145E+017,5.75956475631145E+017,pity the tide didnt come in and sink,none,0.0,piti tide didn come sink
4690,5.53006564466889E+017,5.53006564466889E+017,riosjose559 no declared war on all humanity ago,racism,1.0,riosjose559 declare war human ago
4691,5.53027973805117E+017,5.53027973805117E+017,koda1950 exactly what ever done other than subjugate kill and torture,racism,1.0,koda1950 exactly ever done subdue kill torture
4692,4.88810202477912E+017,4.88810202477912E+017,you are whats wrong with arent to go home early,sexism,1.0,what wrong agent go home early
4693,5.75399081444409E+017,5.75399081444409E+017,saeed6ali and child and them to get for propaganda,racism,1.0,saeed6ali child get propaganda
4694,5.65742000884826E+017,5.65742000884826E+017,,none,0.0,
4695,5.70703619697193E+017,5.70703619697193E+017,i love you lt3 lt3 lt3,none,0.0,love ltd ltd ltd
4696,5.75628915336606E+017,5.75628915336606E+017,louisefio8 are my they seem like such genuine,none,0.0,louisefio8 seem like genuine
4697,5.62666364939141E+017,5.62666364939141E+017,obviously you know nothing about your religion permission to rape slave is in both and,racism,1.0,obvious know not religion permits rape slave
4698,5.72365192681538E+017,5.72365192681538E+017,not sure if colin or snape mkr2015,none,0.0,sure coin shape mkr2015
4699,5.69688842736775E+017,5.69688842736775E+017,really go to to stage their propaganda material,racism,1.0,really go stage propaganda mater
4700,5.71714433996571E+017,5.71714433996571E+017,oh i see its sending her little harassment squad after me like we cant see right through her innocent act,none,0.0,oh see send little grass squad like can see right into act
4701,5.72334634404463E+017,5.72334634404463E+017,you colin that was total,none,0.0,coin total
4702,5.7233446563002E+017,5.7233446563002E+017,thats colin and you know it,none,0.0,that coin know
4703,5.7595017906226E+017,5.7595017906226E+017,more than cheese bake hopefully this sudden death for them,none,0.0,cheeks bake hope sudden death
4704,4.28647232976339E+017,4.28647232976339E+017,not but it does bring a tear to my eye when i see a woman successfully reverse into a parking space,sexism,1.0,bring tear eye see woman success rivers park space
4705,5.75315318626611E+017,5.75315318626611E+017,while the that are throwing their off and really,racism,1.0,throw really
4706,5.75602427623174E+017,5.75602427623174E+017,people have strategically how rude tonight strategically for the third time in the,none,0.0,people strategy rude tonight strategy third time
4707,5.72340641092526E+017,5.72340641092526E+017,wow have really stepped up their game with some couscous massive cooking,sexism,1.0,now really step game moscou massive cook
4708,5.67494647610491E+017,5.67494647610491E+017,1protoco1j1had alwiss5 isdawah300 guy speech with a gun to his head but we saw the blown up mass,none,0.0,1protoco1j1had alwiss5 isdawah300 guy speech gun head saw blown mass
4709,4.2579883887233E+017,4.2579883887233E+017,not sure what your interpretation of my tweet was but i think patriarchy and not are the prob,none,0.0,sure interpret sweet think patriarch probe
4710,5.71715154242507E+017,5.71715154242507E+017,so she can try claim innocence but statistics paint her as being someone to avoid and been in her for a while oh well,none,0.0,try claim into states paint someone avoid oh well
4711,5.75951183736492E+017,5.75951183736492E+017,kat and make me want to hurt myself,none,0.0,at make want hurt
4712,4.81154533477737E+017,4.81154533477737E+017,i swear not but female tattoo bug me,sexism,1.0,swear female tattoo bug
4713,5.67577416197886E+017,5.67577416197886E+017,raja5aab yeah i read that and every verse of the tao te ching is superior to every verse of the so is fraud,racism,1.0,raja5aab yeah read every very to te thing superior every very fraud
4714,5.75951173133308E+017,5.75951173133308E+017,just that me of one of the in,none,0.0,one
4715,5.71741933233566E+017,5.71741933233566E+017,so just to save you all some time is my family the only negative response ever received was from a,none,0.0,save time family new response ever receive
4716,5.76520029988004E+017,5.76520029988004E+017,peymaneh123 i saw the report and i have seen other of but i have not yet seen evidence of it for,racism,1.0,peymaneh123 saw report seen yet seen evil
4717,5.72328376184152E+017,5.72328376184152E+017,at least we know theyre natural,sexism,1.0,least know they nature
4718,5.52550425841639E+017,5.52550425841639E+017,you are lying,none,0.0,lie
4719,5.62252192866787E+017,5.62252192866787E+017,nyc2peach like that little piece of land is what they must steal,none,0.0,nyc2peach like little piece land must steal
4720,5.72331154885358E+017,5.72331154885358E+017,its not even pastry,none,0.0,even past
4721,5.74686147080684E+017,5.74686147080684E+017,did you just get that brain out of a cracker box,none,0.0,get brain cracked box
4722,5.72333910060757E+017,5.72333910060757E+017,colin make a,none,0.0,coin make
4723,5.75596731020128E+017,5.75596731020128E+017,no no no no no no no no get kat and her stupid bum mouth off my television,sexism,1.0,get at stupid but mouth pelvis
4724,5.72454431838482E+017,5.72454431838482E+017,watching mock that are concerned about at given the been the past,none,0.0,watch mock concern given past
4725,5.73746055365333E+017,5.73746055365333E+017,no it wasnt a minority and it was used to try to silence me and other,none,0.0,want minor use try silent
4726,5.64203128925327E+017,5.64203128925327E+017,paulo34 begin operation in,none,0.0,paulo34 begin over
4727,5.62326341622956E+017,5.62326341622956E+017,mt89 no violence against of by and is,sexism,1.0,mt violence
4728,5.74460700703261E+017,5.74460700703261E+017,a monogamous girl in a polygamous world,none,0.0,monogram girl polygamy world
4729,5.75862098128826E+017,5.75862098128826E+017,bloodthirsty flock to that loop they enjoy watching,racism,1.0,bloodthirsty flock loop enjoy watch
4730,5.75947167447155E+017,5.75947167447155E+017,what the who eats for breakfast,none,0.0,eat breakfast
4731,5.62275651193823E+017,5.62275651193823E+017,jmackay1962 are they good i havent seen any mention yet,none,0.0,jmackay1962 good haven seen mention yet
4732,5.75955971744395E+017,5.75955971744395E+017,oliviay113 its not sold out when giving them away for free,none,0.0,oliviay113 sold give away free
4733,5.65928046624899E+017,5.65928046624899E+017,anonymous hacker group to have taken down more than and,none,0.0,agony packer group taken
4734,5.72328041403171E+017,5.72328041403171E+017,those and made look like they up onto the bench and laid a turd in their bowls mkr2015,none,0.0,made look like onto bench laid turn bowl mkr2015
4735,5.7559580790009E+017,5.7559580790009E+017,cant cope,none,0.0,can cope
4736,5.63300851863663E+017,5.63300851863663E+017,i would hate to have you bug your for their credit card,none,0.0,would hate bug credit card
4737,5.59742735364538E+017,5.59742735364538E+017,but the are now moving backwards no one is afraid of them any more,none,0.0,move backward one afraid
4738,5.73404295493644E+017,5.73404295493644E+017,a jerk with an ego the size of and still wrapping my head around it,none,0.0,jerk ego size still wrap head around
4739,5.75001713536463E+017,5.75001713536463E+017,translate used the word beat i hope that it,none,0.0,translate use word beat hope
4740,5.75352216384467E+017,5.75352216384467E+017,great article wired curbing abuse impossible where we start,none,0.0,great article wire curb abuse impose start
4741,4.37874382954705E+017,4.37874382954705E+017,i think i just threw up in my mouth a little,none,0.0,think threw mouth little
4742,5.65103225213178E+017,5.65103225213178E+017,erikssonmalin85 have u ever expressed ur anger only to be the question are you hormonal yeah,sexism,1.0,erikssonmalin85 u ever express or anger question mormon yeah
4743,5.72336798430466E+017,5.72336798430466E+017,of course they were happy with it theyre happy with themselves full stop,none,0.0,course happy they happy full stop
4744,5.73270109084512E+017,5.73270109084512E+017,you arent alone in this never alone in this,none,0.0,agent along never along
4745,5.75615034686046E+017,5.75615034686046E+017,kat and have become the worst ever couple on in my,none,0.0,at become worst ever couple
4746,5.45789641576567E+017,5.45789641576567E+017,pregnant hip hop dancing a pretty woman trying to shame u and a woman her male partner to earn more,none,0.0,pregnant hip hop dance pretty woman try shame u woman male partner earn
4747,5.63812125793997E+017,5.63812125793997E+017,,none,0.0,
4748,4.59789027546104E+017,4.59789027546104E+017,not but i just dont care about wrestling,sexism,1.0,dont care wrestle
4749,5.64470367121453E+017,5.64470367121453E+017,cjn159u for what possible stated reason to slow men down to pace,sexism,1.0,cjn159u possible state reason slow men pace
4750,5.72349979873837E+017,5.72349979873837E+017,and for being blonde i give you my 6inches hey colin what a menu and lack of talent,sexism,1.0,blood give inch hey coin menu lack talent
4751,5.52607578543243E+017,5.52607578543243E+017,really understand this they just want to be able to use the name racism to shut us up,racism,1.0,really understand want all use name racism shut us
4752,5.06437647758545E+017,5.06437647758545E+017,are supposed to be ashamed of of their on their yet trash ass men sending unsolicited have,none,0.0,suppose sham yet trash ass men send solicit
4753,5.71720318550614E+017,5.71720318550614E+017,thats enough poking the bear have a lot to do today my most difficult decision is going to be what to wear,none,0.0,that enough spoke bear lot today difficult denis go wear
4754,5.64576877151793E+017,5.64576877151793E+017,can you explain the wage gap what does the often figure reference,sexism,1.0,explain wage gap often figure refer
4755,5.11610004722684E+017,5.11610004722684E+017,not but a woman is trying to explain to me what during the fight last night talking,sexism,1.0,woman try explain fight last night talk
4756,5.75639907525231E+017,5.75639907525231E+017,you cant home kat and slimy cheating,none,0.0,can home at slim cheat
4757,5.75960808431096E+017,5.75960808431096E+017,certain pete a spittoon for all food that he to taste,none,0.0,certain peter spittoon food last
4758,5.76095118391788E+017,5.76095118391788E+017,been absorbed by its been in ruby will have a new project out soon,none,0.0,absorb ruby new project soon
4759,5.74656602088698E+017,5.74656602088698E+017,the have virtually every minority in the me and these talk about,racism,1.0,virtual every minor talk
4760,5.64586623350747E+017,5.64586623350747E+017,so i guess i need new jeans or a belt or maybe just some cat5 if keeping it real,none,0.0,guess need new jean belt may cat keep real
4761,5.02827189385978E+017,5.02827189385978E+017,if you have to ask never know not but is the that entertaining,sexism,1.0,ask never know entertain
4762,5.72326846005527E+017,5.72326846005527E+017,lemon tart because were too bloody lazy and incompetent to do it properly,none,0.0,lemon part blood lazy income properly
4763,5.6931918159589E+017,5.6931918159589E+017,hey please translate this nonsensical nonanswer if you canty,sexism,1.0,hey pleas translate nonsense nonansw anti
4764,4.76765611528184E+017,4.76765611528184E+017,hey it feel to have everyone calling out your weak pretty good to me,none,0.0,hey feel everyone call weak pretty good
4765,5.75000963485819E+017,5.75000963485819E+017,so i decided to give you one more chance even beyond the,none,0.0,decide give one chance even beyond
4766,5.73975980500382E+017,5.73975980500382E+017,kencf0618 awesome d,none,0.0,kencf0618 awesom
4767,5.75596923547091E+017,5.75596923547091E+017,can kat and just off theyre people and even worse,none,0.0,at they people even words
4768,5.65531051137978E+017,5.65531051137978E+017,that was fun now its over this is why i cant even consider like as anything more than hit piece,none,0.0,fun can even consider like any hit piece
4769,3.96088759583654E+017,3.96088759583654E+017,some should not wear any type of tight clothing,sexism,1.0,wear type tight cloth
4770,5.75720624586293E+017,5.75720624586293E+017,what is,none,0.0,
4771,5.75691646857126E+017,5.75691646857126E+017,assiye61 your is,none,0.0,assiye61
4772,5.63306785302643E+017,5.63306785302643E+017,dreysander1 should be i already have the advice for future college men find older or date from any college but yours,sexism,1.0,dreysander1 already advice future college men find older date college
4773,5.72330307732546E+017,5.72330307732546E+017,why would you serve this to colin honestly,none,0.0,would serve coin honestly
